#	Amplitdue (cm)															Shallow Depth (cm)							"Special Amp Run, 10 cm right of step"
# Time	3.81	3.56	3.3	3.05	2.79	2.54	2.29	2.03	1.78	1.52	1.27	1.02	0.76	0.51	0.25	5.3	4.688	4.075	3.463	2.85	2.238	12.5	2.79
1.2167	-0.3442	0.2465	0.0316	-0.0259	0.0204	-0.0182	-0.0999	0.3105	0.0601	0.2032	-0.0227	0.0796	0.0511	-0.0304	-0.0326	-0.0884	-0.0371	-0.0643	0.0366	-0.0482	0.2213	-0.0429	0.1376
1.2333	-0.437	0.2376	0.0311	-0.0352	0.0279	-0.0106	-0.0895	0.4135	0.0843	0.226	-0.0703	0.0653	0.0659	-0.0075	-0.0173	-0.0678	-0.0447	-0.0708	-0.0249	-0.0143	0.2243	-0.0308	0.1207
1.25	-0.3869	0.1949	0.0424	-0.0352	0.0437	0.002	-0.0755	0.5545	0.0919	0.2708	-0.0941	0.0738	0.0526	-0.0068	-0.008	-0.0642	-0.049	-0.0579	-0.0963	0.0084	0.0822	-0.0494	0.1087
1.2667	-0.2974	0.1281	0.0259	-0.0533	0.0346	0.0368	-0.0762	0.7286	0.1079	0.297	-0.1149	0.0831	0.0747	-0.0066	-0.0026	-0.0452	-0.0711	-0.0541	-0.166	0.0207	0.0684	-0.0484	0.0745
1.2833	-0.2266	0.0427	0.0204	-0.0597	0.0463	0.0767	-0.0687	0.475	0.12	0.2726	-0.1367	0.0463	0.0488	-0.0051	-0.0024	-0.019	-0.0851	-0.048	-0.1963	0.0318	0.1553	-0.0502	0.0395
1.3	-0.148	-0.04	0.0172	-0.0632	0.0404	0.0979	-0.0378	0.0091	0.1067	0.2086	-0.1259	0.0045	0.0116	-0.0012	-0.0031	-0.0101	-0.0768	-0.014	-0.1911	0.0523	0.0396	-0.0293	-0.0007
1.3167	-0.1305	-0.1331	-0.0099	-0.0526	0.0517	0.1159	-0.0032	-0.2529	0.1007	0.025	-0.1149	-0.0005	0.0103	0.0079	0.0017	0.0069	-0.0581	0.0016	-0.1918	0.054	-0.0803	-0.0276	-0.0532
1.3333	-0.136	-0.1744	-0.0304	-0.0524	0.0789	0.1459	0.0193	-0.4021	0.0865	-0.184	-0.1068	-0.0137	0.0003	0.0235	0.0047	0.0198	-0.0437	0.0261	-0.1827	0.0678	-0.1492	-0.0425	-0.0791
1.35	-0.1458	-0.1525	-0.0448	-0.0553	0.0747	0.171	0.0664	-0.423	0.054	-0.2451	-0.087	-0.0431	-0.003	0.0241	0.0039	0.0328	-0.0238	0.066	-0.1482	0.11	-0.1846	-0.0232	-0.1186
1.3667	-0.2014	-0.1182	-0.058	-0.042	0.0941	0.1875	0.1592	-0.3941	0.0169	-0.2311	-0.0654	-0.0341	-0.0023	0.0103	0.0238	0.0597	-0.0063	0.0871	-0.1102	0.1509	-0.1705	-0.0354	-0.1683
1.3833	-0.2359	-0.0571	-0.0702	-0.0352	0.0941	0.1812	0.2123	-0.3192	-0.0172	-0.2297	-0.0603	-0.0401	-0.0302	0.0251	0.0424	0.0739	0.0068	0.082	-0.0927	0.2071	-0.137	-0.051	-0.1835
1.4	-0.2282	0.015	-0.0732	-0.0332	0.0758	0.1577	0.2711	-0.2642	-0.0578	-0.2237	-0.05	-0.0461	-0.0384	0.0453	0.0292	0.06	0.0301	0.0724	-0.0737	0.2782	-0.1232	-0.0655	-0.1892
1.4167	-0.1953	0.0789	-0.0685	-0.0228	0.053	0.117	0.3898	-0.2135	-0.0906	-0.1881	-0.014	-0.0422	-0.032	0.0248	0.0311	0.0741	0.0544	0.075	-0.0388	0.3674	-0.1025	-0.0532	-0.1811
1.4333	-0.137	0.1283	-0.0674	0.0007	0.0259	0.0513	0.739	-0.1411	-0.1268	-0.1367	0.0281	-0.0431	-0.0412	0.0098	0.0404	0.096	0.0735	0.0954	-0.0285	0.4118	-0.0832	-0.0388	-0.1624
1.45	-0.0999	0.1655	-0.0609	0.0199	0.0015	-0.0237	0.7453	-0.0768	-0.1445	-0.0794	0.038	-0.0477	-0.0287	0.0147	0.0251	0.089	0.0865	0.0895	-0.039	0.3598	-0.0655	-0.0375	-0.1424
1.4667	-0.0832	0.1967	-0.0667	0.0296	-0.0273	-0.136	0.3458	-0.0354	-0.1289	-0.0469	0.0693	-0.0475	-0.0343	0.012	0.0107	0.0863	0.0931	0.079	-0.0202	0.3785	-0.0447	-0.0014	-0.1095
1.4833	-0.0606	0.1604	-0.0742	0.0325	-0.0526	-0.2053	0.1233	-0.0348	-0.123	-0.0265	0.1271	-0.0418	-0.0424	0.0061	0.0092	0.0606	0.0973	0.079	-0.0146	0.1968	-0.0288	0.0165	-0.0636
1.5	-0.0784	0.0828	-0.0615	0.0462	-0.0753	-0.2217	-0.0582	-0.0295	-0.1159	0.0131	0.1562	-0.0474	-0.0277	-0.0091	0.0124	0.0441	0.1024	0.0389	-0.0248	-0.2094	-0.0259	0.0236	-0.0314
1.5167	-0.1486	0.0078	-0.0466	0.0502	-0.0905	-0.2329	-0.2555	-0.0166	-0.1026	0.0258	0.1917	-0.0484	-0.0403	-0.0133	0.0098	0.0478	0.0853	0.001	-0.0195	-0.413	-0.0541	0.0443	0.0228
1.5333	-0.1745	-0.0767	-0.0508	0.0515	-0.0931	-0.2208	-0.3464	-0.0072	-0.0909	0.0142	0.2231	-0.0517	-0.0435	-0.0284	-0.0049	0.0267	0.0605	-0.0401	-0.0135	-0.4438	-0.0529	0.0575	0.0635
1.55	-0.1742	-0.1716	-0.0423	0.0405	-0.0783	-0.194	-0.3643	-0.0232	-0.0608	0.0303	0.2593	-0.0333	-0.0311	-0.0339	-0.0201	-0.0073	0.0514	-0.0493	-0.0054	-0.3836	-0.0451	0.0611	0.0813
